College Code,Name,Gender,Qualification,Employee Id,Email,Short Name,Mobile No,Adhar No
401,Falguni Bose 49,Female,"M.Sc, Ph.D",F_49,49 fbose@gmail.com,F.B 49,9933225609,112233554509
401,Falguni Bose 50,Male,"M.Sc, Ph.D",F_50,50 fbose@gmail.com,F.B 50,9933225610,112233554510
401,Falguni Bose 51,Male,M.Tech,F_51,51 fbose@gmail.com,F.B 51,9933225611,112233554511
401,Falguni Bose 52,Male,"M.Sc, Ph.D",F_52,52 fbose@gmail.com,F.B 52,9933225612,112233554512
401,Falguni Bose 53,Female,"M.Sc, Ph.D",F_53,53 fbose@gmail.com,F.B 53,9933225613,112233554513
401,Falguni Bose 54,Male,"M.Sc, Ph.D",F_54,54 fbose@gmail.com,F.B 54,9933225614,112233554514
401,Falguni Bose 55,Male,"M.Sc, Ph.D",F_55,55 fbose@gmail.com,F.B 55,9933225615,112233554515
401,Falguni Bose 56,Male,"M.Sc, Ph.D",F_56,56 fbose@gmail.com,F.B 56,9933225616,112233554516
401,Falguni Bose 57,Female,M.Tech,F_57,57 fbose@gmail.com,F.B 57,9933225617,112233554517
401,Falguni Bose 58,Male,"M.Sc, Ph.D",F_58,58 fbose@gmail.com,F.B 58,9933225618,112233554518
401,Falguni Bose 59,Male,M.Sc,F_59,59 fbose@gmail.com,F.B 59,9933225619,112233554519
401,Falguni Bose 60,Male,"M.Sc, Ph.D",F_60,60 fbose@gmail.com,F.B 60,9933225620,112233554520
401,Falguni Bose 61,Male,"M.Sc, Ph.D",F_61,61 fbose@gmail.com,F.B 61,9933225621,112233554521
401,Falguni Bose 62,Female,"M.Sc, Ph.D",F_62,62 fbose@gmail.com,F.B 62,9933225622,112233554522
401,Falguni Bose 63,Male,M.Tech,F_63,63 fbose@gmail.com,F.B 63,9933225623,112233554523
401,Falguni Bose 64,Male,"M.Sc, Ph.D",F_64,64 fbose@gmail.com,F.B 64,9933225624,112233554524
401,Falguni Bose 65,Male,B.SC,F_65,65 fbose@gmail.com,F.B 65,9933225625,112233554525
401,Falguni Bose 66,Male,B.COM,F_66,66 fbose@gmail.com,F.B 66,9933225626,112233554526
401,Falguni Bose 67,Male,"M.Sc, Ph.D",F_67,67 fbose@gmail.com,F.B 67,9933225627,112233554527
401,Falguni Bose 68,Female,M.Sc,F_68,68 fbose@gmail.com,F.B 68,9933225628,112233554528
401,Falguni Bose 69,Male,"M.Sc, Ph.D",F_69,69 fbose@gmail.com,F.B 69,9933225629,112233554529
401,Falguni Bose 70,Male,"M.Sc, Ph.D",F_70,70 fbose@gmail.com,F.B 70,9933225630,112233554530
401,Falguni Bose 71,Male,"M.Sc, Ph.D",F_71,71 fbose@gmail.com,F.B 71,9933225631,112233554531
401,Falguni Bose 72,Female,"M.Sc, Ph.D",F_72,72 fbose@gmail.com,F.B 72,9933225632,112233554532
401,Falguni Bose 73,Male,M.Tech,F_73,73 fbose@gmail.com,F.B 73,9933225633,112233554533
401,Falguni Bose 74,Male,"M.Sc, Ph.D",F_74,74 fbose@gmail.com,F.B 74,9933225634,112233554534
401,Falguni Bose 75,Male,"M.Sc, Ph.D",F_75,75 fbose@gmail.com,F.B 75,9933225635,112233554535
401,Falguni Bose 76,Female,"M.Sc, Ph.D",F_76,76 fbose@gmail.com,F.B 76,9933225636,112233554536
401,Falguni Bose 77,Male,"M.Sc, Ph.D",F_77,77 fbose@gmail.com,F.B 77,9933225637,112233554537
401,Falguni Bose 78,Male,"M.Sc, Ph.D",F_78,78 fbose@gmail.com,F.B 78,9933225638,112233554538
401,Falguni Bose 79,Male,M.Tech,F_79,79 fbose@gmail.com,F.B 79,9933225639,112233554539
401,Falguni Bose 80,Male,"M.Sc, Ph.D",F_80,80 fbose@gmail.com,F.B 80,9933225640,112233554540
401,Falguni Bose 81,Female,M.Sc,F_81,81 fbose@gmail.com,F.B 81,9933225641,112233554541
401,Falguni Bose 82,Male,"M.Sc, Ph.D",F_82,82 fbose@gmail.com,F.B 82,9933225642,112233554542
401,Falguni Bose 83,Male,"M.Sc, Ph.D",F_83,83 fbose@gmail.com,F.B 83,9933225643,112233554543
401,Falguni Bose 84,Male,"M.Sc, Ph.D",F_84,84 fbose@gmail.com,F.B 84,9933225644,112233554544
401,Falguni Bose 85,Male,M.Tech,F_85,85 fbose@gmail.com,F.B 85,9933225645,112233554545
401,Falguni Bose 86,Male,"M.Sc, Ph.D",F_86,86 fbose@gmail.com,F.B 86,9933225646,112233554546
401,Falguni Bose 87,Female,B.SC,F_87,87 fbose@gmail.com,F.B 87,9933225647,112233554547
401,Falguni Bose 88,Male,B.COM,F_88,88 fbose@gmail.com,F.B 88,9933225648,112233554548
401,Falguni Bose 89,Male,"M.Sc, Ph.D",F_89,89 fbose@gmail.com,F.B 89,9933225649,112233554549
401,Falguni Bose 90,Male,M.Sc,F_90,90 fbose@gmail.com,F.B 90,9933225650,112233554550
401,Falguni Bose 91,Female,"M.Sc, Ph.D",F_91,91 fbose@gmail.com,F.B 91,9933225651,112233554551
401,Falguni Bose 92,Male,"M.Sc, Ph.D",F_92,92 fbose@gmail.com,F.B 92,9933225652,112233554552
401,Falguni Bose 93,Male,"M.Sc, Ph.D",F_93,93 fbose@gmail.com,F.B 93,9933225653,112233554553
401,Falguni Bose 94,Male,"M.Sc, Ph.D",F_94,94 fbose@gmail.com,F.B 94,9933225654,112233554554
401,Falguni Bose 95,Female,M.Tech,F_95,95 fbose@gmail.com,F.B 95,9933225655,112233554555
401,Falguni Bose 96,Male,"M.Sc, Ph.D",F_96,96 fbose@gmail.com,F.B 96,9933225656,112233554556
401,Falguni Bose 97,Male,"M.Sc, Ph.D",F_97,97 fbose@gmail.com,F.B 97,9933225657,112233554557
401,Falguni Bose 98,Male,"M.Sc, Ph.D",F_98,98 fbose@gmail.com,F.B 98,9933225658,112233554558
401,Falguni Bose 99,Male,"M.Sc, Ph.D",F_99,99 fbose@gmail.com,F.B 99,9933225659,112233554559
401,Falguni Bose 100,Female,"M.Sc, Ph.D",F_100,100 fbose@gmail.com,F.B 100,9933225660,112233554560
401,Falguni Bose 101,Male,M.Tech,F_101,101 fbose@gmail.com,F.B 101,9933225661,112233554561
401,Falguni Bose 102,Male,"M.Sc, Ph.D",F_102,102 fbose@gmail.com,F.B 102,9933225662,112233554562
401,Falguni Bose 103,Male,M.Sc,F_103,103 fbose@gmail.com,F.B 103,9933225663,112233554563
401,Falguni Bose 104,Male,"M.Sc, Ph.D",F_104,104 fbose@gmail.com,F.B 104,9933225664,112233554564
401,Falguni Bose 105,Male,"M.Sc, Ph.D",F_105,105 fbose@gmail.com,F.B 105,9933225665,112233554565
401,Falguni Bose 106,Female,"M.Sc, Ph.D",F_106,106 fbose@gmail.com,F.B 106,9933225666,112233554566
401,Falguni Bose 107,Male,M.Tech,F_107,107 fbose@gmail.com,F.B 107,9933225667,112233554567
401,Falguni Bose 108,Male,"M.Sc, Ph.D",F_108,108 fbose@gmail.com,F.B 108,9933225668,112233554568
401,Falguni Bose 109,Male,B.SC,F_109,109 fbose@gmail.com,F.B 109,9933225669,112233554569
401,Falguni Bose 110,Female,B.COM,F_110,110 fbose@gmail.com,F.B 110,9933225670,112233554570
401,Falguni Bose 111,Male,"M.Sc, Ph.D",F_111,111 fbose@gmail.com,F.B 111,9933225671,112233554571
401,Falguni Bose 112,Male,M.Sc,F_112,112 fbose@gmail.com,F.B 112,9933225672,112233554572
401,Falguni Bose 113,Male,"M.Sc, Ph.D",F_113,113 fbose@gmail.com,F.B 113,9933225673,112233554573
401,Falguni Bose 114,Female,"M.Sc, Ph.D",F_114,114 fbose@gmail.com,F.B 114,9933225674,112233554574
401,Falguni Bose 115,Male,"M.Sc, Ph.D",F_115,115 fbose@gmail.com,F.B 115,9933225675,112233554575
401,Falguni Bose 116,Male,"M.Sc, Ph.D",F_116,116 fbose@gmail.com,F.B 116,9933225676,112233554576
401,Falguni Bose 117,Male,M.Tech,F_117,117 fbose@gmail.com,F.B 117,9933225677,112233554577
401,Falguni Bose 118,Male,"M.Sc, Ph.D",F_118,118 fbose@gmail.com,F.B 118,9933225678,112233554578
401,Falguni Bose 119,Female,"M.Sc, Ph.D",F_119,119 fbose@gmail.com,F.B 119,9933225679,112233554579
401,Falguni Bose 120,Male,"M.Sc, Ph.D",F_120,120 fbose@gmail.com,F.B 120,9933225680,112233554580
401,Falguni Bose 121,Male,"M.Sc, Ph.D",F_121,121 fbose@gmail.com,F.B 121,9933225681,112233554581
401,Falguni Bose 122,Male,"M.Sc, Ph.D",F_122,122 fbose@gmail.com,F.B 122,9933225682,112233554582
401,Falguni Bose 123,Male,M.Tech,F_123,123 fbose@gmail.com,F.B 123,9933225683,112233554583
401,Falguni Bose 124,Male,"M.Sc, Ph.D",F_124,124 fbose@gmail.com,F.B 124,9933225684,112233554584
401,Falguni Bose 125,Female,M.Sc,F_125,125 fbose@gmail.com,F.B 125,9933225685,112233554585
401,Falguni Bose 126,Male,"M.Sc, Ph.D",F_126,126 fbose@gmail.com,F.B 126,9933225686,112233554586
401,Falguni Bose 127,Male,"M.Sc, Ph.D",F_127,127 fbose@gmail.com,F.B 127,9933225687,112233554587
401,Falguni Bose 128,Male,"M.Sc, Ph.D",F_128,128 fbose@gmail.com,F.B 128,9933225688,112233554588
401,Falguni Bose 129,Female,M.Tech,F_129,129 fbose@gmail.com,F.B 129,9933225689,112233554589
401,Falguni Bose 130,Male,"M.Sc, Ph.D",F_130,130 fbose@gmail.com,F.B 130,9933225690,112233554590
401,Falguni Bose 131,Male,B.SC,F_131,131 fbose@gmail.com,F.B 131,9933225691,112233554591
401,Falguni Bose 132,Male,B.COM,F_132,132 fbose@gmail.com,F.B 132,9933225692,112233554592
401,Falguni Bose 133,Female,"M.Sc, Ph.D",F_133,133 fbose@gmail.com,F.B 133,9933225693,112233554593
401,Falguni Bose 134,Male,M.Sc,F_134,134 fbose@gmail.com,F.B 134,9933225694,112233554594
401,Falguni Bose 135,Male,"M.Sc, Ph.D",F_135,135 fbose@gmail.com,F.B 135,9933225695,112233554595
401,Falguni Bose 136,Male,"M.Sc, Ph.D",F_136,136 fbose@gmail.com,F.B 136,9933225696,112233554596
401,Falguni Bose 137,Male,"M.Sc, Ph.D",F_137,137 fbose@gmail.com,F.B 137,9933225697,112233554597
401,Falguni Bose 138,Female,"M.Sc, Ph.D",F_138,138 fbose@gmail.com,F.B 138,9933225698,112233554598
401,Falguni Bose 139,Male,M.Tech,F_139,139 fbose@gmail.com,F.B 139,9933225699,112233554599
401,Falguni Bose 140,Male,"M.Sc, Ph.D",F_140,140 fbose@gmail.com,F.B 140,9933225700,112233554600
401,Falguni Bose 141,Male,"M.Sc, Ph.D",F_141,141 fbose@gmail.com,F.B 141,9933225701,112233554601
401,Falguni Bose 142,Male,"M.Sc, Ph.D",F_142,142 fbose@gmail.com,F.B 142,9933225702,112233554602
401,Falguni Bose 143,Male,"M.Sc, Ph.D",F_143,143 fbose@gmail.com,F.B 143,9933225703,112233554603
401,Falguni Bose 144,Female,"M.Sc, Ph.D",F_144,144 fbose@gmail.com,F.B 144,9933225704,112233554604
401,Falguni Bose 145,Male,M.Tech,F_145,145 fbose@gmail.com,F.B 145,9933225705,112233554605
401,Falguni Bose 146,Male,"M.Sc, Ph.D",F_146,146 fbose@gmail.com,F.B 146,9933225706,112233554606
401,Falguni Bose 147,Male,M.Sc,F_147,147 fbose@gmail.com,F.B 147,9933225707,112233554607
401,Falguni Bose 148,Female,"M.Sc, Ph.D",F_148,148 fbose@gmail.com,F.B 148,9933225708,112233554608
401,Falguni Bose 149,Male,"M.Sc, Ph.D",F_149,149 fbose@gmail.com,F.B 149,9933225709,112233554609
401,Falguni Bose 150,Male,"M.Sc, Ph.D",F_150,150 fbose@gmail.com,F.B 150,9933225710,112233554610
402,Sudipta Bose 1,Male,"M.Sc, Ph.D",S_01,1 sbose@gmail.com,S.B 1,9933225711,112233554611
402,Sudipta Bose 2,Male,M.Sc,S_02,2 sbose@gmail.com,S.B 2,9933225712,112233554612
402,Sudipta Bose 3,Male,"M.Sc, Ph.D",S_03,3 sbose@gmail.com,S.B 3,9933225713,112233554613
402,Sudipta Bose 4,Male,"M.Sc, Ph.D",S_04,4 sbose@gmail.com,S.B 4,9933225714,112233554614
402,Sudipta Bose 5,Female,"M.Sc, Ph.D",S_05,5 sbose@gmail.com,S.B 5,9933225715,112233554615
402,Sudipta Bose 6,Male,"M.Sc, Ph.D",S_06,6 sbose@gmail.com,S.B 6,9933225716,112233554616
402,Sudipta Bose 7,Male,M.Tech,S_07,7 sbose@gmail.com,S.B 7,9933225717,112233554617
402,Sudipta Bose 8,Male,"M.Sc, Ph.D",S_08,8 sbose@gmail.com,S.B 8,9933225718,112233554618
402,Sudipta Bose 9,Male,"M.Sc, Ph.D",S_09,9 sbose@gmail.com,S.B 9,9933225719,112233554619
402,Sudipta Bose 10,Male,"M.Sc, Ph.D",S_10,10 sbose@gmail.com,S.B 10,9933225720,112233554620
402,Sudipta Bose 11,Female,"M.Sc, Ph.D",S_11,11 sbose@gmail.com,S.B 11,9933225721,112233554621
402,Sudipta Bose 12,Male,"M.Sc, Ph.D",S_12,12 sbose@gmail.com,S.B 12,9933225722,112233554622
402,Sudipta Bose 13,Male,M.Tech,S_13,13 sbose@gmail.com,S.B 13,9933225723,112233554623
402,Sudipta Bose 14,Male,"M.Sc, Ph.D",S_14,14 sbose@gmail.com,S.B 14,9933225724,112233554624
402,Sudipta Bose 15,Female,M.Sc,S_15,15 sbose@gmail.com,S.B 15,9933225725,112233554625
402,Sudipta Bose 16,Male,"M.Sc, Ph.D",S_16,16 sbose@gmail.com,S.B 16,9933225726,112233554626
402,Sudipta Bose 17,Male,"M.Sc, Ph.D",S_17,17 sbose@gmail.com,S.B 17,9933225727,112233554627
402,Sudipta Bose 18,Male,"M.Sc, Ph.D",S_18,18 sbose@gmail.com,S.B 18,9933225728,112233554628
402,Sudipta Bose 19,Female,M.Tech,S_19,19 sbose@gmail.com,S.B 19,9933225729,112233554629
402,Sudipta Bose 20,Male,"M.Sc, Ph.D",S_20,20 sbose@gmail.com,S.B 20,9933225730,112233554630
402,Sudipta Bose 21,Male,B.SC,S_21,21 sbose@gmail.com,S.B 21,9933225731,112233554631
402,Sudipta Bose 22,Male,B.COM,S_22,22 sbose@gmail.com,S.B 22,9933225732,112233554632
402,Sudipta Bose 23,Male,"M.Sc, Ph.D",S_23,23 sbose@gmail.com,S.B 23,9933225733,112233554633
402,Sudipta Bose 24,Female,M.Sc,S_24,24 sbose@gmail.com,S.B 24,9933225734,112233554634
402,Sudipta Bose 25,Male,"M.Sc, Ph.D",S_25,25 sbose@gmail.com,S.B 25,9933225735,112233554635
402,Sudipta Bose 26,Male,"M.Sc, Ph.D",S_26,26 sbose@gmail.com,S.B 26,9933225736,112233554636
402,Sudipta Bose 27,Male,"M.Sc, Ph.D",S_27,27 sbose@gmail.com,S.B 27,9933225737,112233554637
402,Sudipta Bose 28,Male,"M.Sc, Ph.D",S_28,28 sbose@gmail.com,S.B 28,9933225738,112233554638
402,Sudipta Bose 29,Male,M.Tech,S_29,29 sbose@gmail.com,S.B 29,9933225739,112233554639
402,Sudipta Bose 30,Female,"M.Sc, Ph.D",S_30,30 sbose@gmail.com,S.B 30,9933225740,112233554640
402,Sudipta Bose 31,Male,"M.Sc, Ph.D",S_31,31 sbose@gmail.com,S.B 31,9933225741,112233554641
402,Sudipta Bose 32,Male,"M.Sc, Ph.D",S_32,32 sbose@gmail.com,S.B 32,9933225742,112233554642
402,Sudipta Bose 33,Male,"M.Sc, Ph.D",S_33,33 sbose@gmail.com,S.B 33,9933225743,112233554643
402,Sudipta Bose 34,Female,"M.Sc, Ph.D",S_34,34 sbose@gmail.com,S.B 34,9933225744,112233554644
402,Sudipta Bose 35,Male,M.Tech,S_35,35 sbose@gmail.com,S.B 35,9933225745,112233554645
402,Sudipta Bose 36,Male,"M.Sc, Ph.D",S_36,36 sbose@gmail.com,S.B 36,9933225746,112233554646
402,Sudipta Bose 37,Male,M.Sc,S_37,37 sbose@gmail.com,S.B 37,9933225747,112233554647
402,Sudipta Bose 38,Female,"M.Sc, Ph.D",S_38,38 sbose@gmail.com,S.B 38,9933225748,112233554648
402,Sudipta Bose 39,Male,"M.Sc, Ph.D",S_39,39 sbose@gmail.com,S.B 39,9933225749,112233554649
402,Sudipta Bose 40,Male,"M.Sc, Ph.D",S_40,40 sbose@gmail.com,S.B 40,9933225750,112233554650
402,Sudipta Bose 41,Male,M.Tech,S_41,41 sbose@gmail.com,S.B 41,9933225751,112233554651
402,Sudipta Bose 42,Male,"M.Sc, Ph.D",S_42,42 sbose@gmail.com,S.B 42,9933225752,112233554652
402,Sudipta Bose 43,Female,B.SC,S_43,43 sbose@gmail.com,S.B 43,9933225753,112233554653
402,Sudipta Bose 44,Male,B.COM,S_44,44 sbose@gmail.com,S.B 44,9933225754,112233554654
402,Sudipta Bose 45,Male,"M.Sc, Ph.D",S_45,45 sbose@gmail.com,S.B 45,9933225755,112233554655
402,Sudipta Bose 46,Male,M.Sc,S_46,46 sbose@gmail.com,S.B 46,9933225756,112233554656
402,Sudipta Bose 47,Male,"M.Sc, Ph.D",S_47,47 sbose@gmail.com,S.B 47,9933225757,112233554657
402,Sudipta Bose 48,Male,"M.Sc, Ph.D",S_48,48 sbose@gmail.com,S.B 48,9933225758,112233554658
402,Sudipta Bose 49,Female,"M.Sc, Ph.D",S_49,49 sbose@gmail.com,S.B 49,9933225759,112233554659
402,Sudipta Bose 50,Male,"M.Sc, Ph.D",S_50,50 sbose@gmail.com,S.B 50,9933225760,112233554660
402,Sudipta Bose 51,Male,M.Tech,S_51,51 sbose@gmail.com,S.B 51,9933225761,112233554661
402,Sudipta Bose 52,Male,"M.Sc, Ph.D",S_52,52 sbose@gmail.com,S.B 52,9933225762,112233554662
402,Sudipta Bose 53,Female,"M.Sc, Ph.D",S_53,53 sbose@gmail.com,S.B 53,9933225763,112233554663
402,Sudipta Bose 54,Male,"M.Sc, Ph.D",S_54,54 sbose@gmail.com,S.B 54,9933225764,112233554664
402,Sudipta Bose 55,Male,"M.Sc, Ph.D",S_55,55 sbose@gmail.com,S.B 55,9933225765,112233554665
402,Sudipta Bose 56,Male,"M.Sc, Ph.D",S_56,56 sbose@gmail.com,S.B 56,9933225766,112233554666
402,Sudipta Bose 57,Female,M.Tech,S_57,57 sbose@gmail.com,S.B 57,9933225767,112233554667
402,Sudipta Bose 58,Male,"M.Sc, Ph.D",S_58,58 sbose@gmail.com,S.B 58,9933225768,112233554668
402,Sudipta Bose 59,Male,M.Sc,S_59,59 sbose@gmail.com,S.B 59,9933225769,112233554669
402,Sudipta Bose 60,Male,"M.Sc, Ph.D",S_60,60 sbose@gmail.com,S.B 60,9933225770,112233554670
402,Sudipta Bose 61,Male,"M.Sc, Ph.D",S_61,61 sbose@gmail.com,S.B 61,9933225771,112233554671
402,Sudipta Bose 62,Female,"M.Sc, Ph.D",S_62,62 sbose@gmail.com,S.B 62,9933225772,112233554672
402,Sudipta Bose 63,Male,M.Tech,S_63,63 sbose@gmail.com,S.B 63,9933225773,112233554673
402,Sudipta Bose 64,Male,"M.Sc, Ph.D",S_64,64 sbose@gmail.com,S.B 64,9933225774,112233554674
402,Sudipta Bose 65,Male,B.SC,S_65,65 sbose@gmail.com,S.B 65,9933225775,112233554675
402,Sudipta Bose 66,Male,B.COM,S_66,66 sbose@gmail.com,S.B 66,9933225776,112233554676
402,Sudipta Bose 67,Male,"M.Sc, Ph.D",S_67,67 sbose@gmail.com,S.B 67,9933225777,112233554677
402,Sudipta Bose 68,Female,M.Sc,S_68,68 sbose@gmail.com,S.B 68,9933225778,112233554678
402,Sudipta Bose 69,Male,"M.Sc, Ph.D",S_69,69 sbose@gmail.com,S.B 69,9933225779,112233554679
402,Sudipta Bose 70,Male,"M.Sc, Ph.D",S_70,70 sbose@gmail.com,S.B 70,9933225780,112233554680
402,Sudipta Bose 71,Male,"M.Sc, Ph.D",S_71,71 sbose@gmail.com,S.B 71,9933225781,112233554681
402,Sudipta Bose 72,Female,"M.Sc, Ph.D",S_72,72 sbose@gmail.com,S.B 72,9933225782,112233554682
402,Sudipta Bose 73,Male,M.Tech,S_73,73 sbose@gmail.com,S.B 73,9933225783,112233554683
402,Sudipta Bose 74,Male,"M.Sc, Ph.D",S_74,74 sbose@gmail.com,S.B 74,9933225784,112233554684
402,Sudipta Bose 75,Male,"M.Sc, Ph.D",S_75,75 sbose@gmail.com,S.B 75,9933225785,112233554685
402,Sudipta Bose 76,Female,"M.Sc, Ph.D",S_76,76 sbose@gmail.com,S.B 76,9933225786,112233554686
402,Sudipta Bose 77,Male,"M.Sc, Ph.D",S_77,77 sbose@gmail.com,S.B 77,9933225787,112233554687
402,Sudipta Bose 78,Male,"M.Sc, Ph.D",S_78,78 sbose@gmail.com,S.B 78,9933225788,112233554688
402,Sudipta Bose 79,Male,M.Tech,S_79,79 sbose@gmail.com,S.B 79,9933225789,112233554689
402,Sudipta Bose 80,Male,"M.Sc, Ph.D",S_80,80 sbose@gmail.com,S.B 80,9933225790,112233554690
402,Sudipta Bose 81,Female,M.Sc,S_81,81 sbose@gmail.com,S.B 81,9933225791,112233554691
402,Sudipta Bose 82,Male,"M.Sc, Ph.D",S_82,82 sbose@gmail.com,S.B 82,9933225792,112233554692
402,Sudipta Bose 83,Male,"M.Sc, Ph.D",S_83,83 sbose@gmail.com,S.B 83,9933225793,112233554693
402,Sudipta Bose 84,Male,"M.Sc, Ph.D",S_84,84 sbose@gmail.com,S.B 84,9933225794,112233554694
402,Sudipta Bose 85,Male,M.Tech,S_85,85 sbose@gmail.com,S.B 85,9933225795,112233554695
402,Sudipta Bose 86,Male,"M.Sc, Ph.D",S_86,86 sbose@gmail.com,S.B 86,9933225796,112233554696
402,Sudipta Bose 87,Female,B.SC,S_87,87 sbose@gmail.com,S.B 87,9933225797,112233554697
402,Sudipta Bose 88,Male,B.COM,S_88,88 sbose@gmail.com,S.B 88,9933225798,112233554698
402,Sudipta Bose 89,Male,"M.Sc, Ph.D",S_89,89 sbose@gmail.com,S.B 89,9933225799,112233554699
